CC1(CCc2c(cc3c(c2O1)cccc3OCc4cccc(c4)OC)c5nnco5)C,5,P10000005
CCCCc1c2c(c3c4c(c(ncn4)N5CCCCC5)sc3n1)CC(OC2)(C)C,C02274793,P05370004
Cc1ccc(c2c1cc(c3n2c(nn3)SCC(=O)N4[C@H](CCC[C@@H]4C)C)C)C,C00929688,P05413685
Cc1cc(c(cc1[N+](=O)[O-])C)c2ccc(o2)/C=N/c3ccc(c(c3)Cl)Cl,C03072533,P06094007
C[C@H]1CN(C[C@@H](O1)C)c2c3c(cn(c3ncn2)c4cccc(c4)Cl)c5ccccc5,C01447620,P06537296
Cc1ccc(cc1)N2CCN(C[C@@H]2C)c3cc(nc4n3nc(c4)c5ccccc5)C,C04668272,P06581623
Cc1ccc(cc1N2CCN(CC2)c3cc(nc4n3nc(c4)c5ccccc5)C)Cl,C03059459,P06581891
CCSc1nnc2n1cnc3c2sc4c3c5c(c(n4)C(C)C)CCCC5,C01247149,P07085027
Cc1ccc(cc1)c2cc(n3c(n2)cc(n3)C(=O)N4CCCCCC4)C(F)(F)F,C02987130,P07424749
c1ccc(cc1)/C=C/C(=O)N2[C@@H]([C@H]3CCC/C(=C\c4ccco4)/C3=N2)c5ccco5,C05772371,P08628943
c1ccc(cc1)c2nc3n(n2)c(=O)/c(=C/c4ccc(o4)c5cc(cc(c5)Cl)Cl)/s3,C08767590,P13462263
c1ccc(c(c1)Cc2c(=O)nc3n(n2)c(=O)/c(=C/c4ccc(cc4Cl)Cl)/s3)Cl,C02258656,P13656752
Cc1ccnc(c1)N2[C@H](c3c(=O)c4cc(c(cc4oc3C2=O)C)C)c5ccc(cc5)SC,C09158801,P14049336
c1ccc(cc1)c2c3ccccc3nc(n2)N4CCN(CC4)C(=O)c5ccc(cc5)Cl,C01253909,P14255439
Cc1ccc(cc1)c2nc(c3n2CCCCC3)C(=O)N4CCN(CC4)c5cccc(c5C)C,C09406745,P14464109
Cc1ccc(cc1F)N(c2nc3ccccc3s2)C(=O)[C@H]4COc5ccccc5O4,C09737911,P14907813
Cc1ccc(c(c1)C(=O)/N=c\2/n(c3c(cc(cc3s2)C)C)CC(=O)OC)C,C09768750,P17776364
CC(C)(C)c1cc(n2c(n1)cc(n2)[C@@H]3CCCCN3C(=O)C4CC4)C(F)(F)F,C12219902,P17966732
Cc1cc2c(cc1C)s/c(=N\C(=O)c3cc(sc3Cl)Cl)/n2CC(=O)OC,C09510874,P18368966
Cc1ccc(cc1C)C(=O)/N=c\2/n(c3c(cc(cc3s2)F)F)CC(=O)OC,C06421391,P19276717
C[C@@H]1CCc2c(cc(s2)c3nnc(o3)S[C@H](C)C(=O)N4CCc5c4cccc5)C1,C13116223,P19529746
Cc1cc2c(cc1C)s/c(=N\C(=O)c3ccc4c(c3)scn4)/n2CCOC,C07515986,P19621395
CC(C)c1c2c(c3c4c(c5nnc(n5cn4)SCC=C)sc3n1)CCCC2,C13284492,P20203605
CC(C)c1c2c(c3c4c(c(nc(n4)SC)N5CCCCC5)sc3n1)CC(OC2)(C)C,C02195382,P20809587
CCc1ccc(cc1)C2=NN([C@H](C2)c3ccc4c(c3)nccn4)C(=O)c5cccs5,C13727886,P21130106
