CC1(CCc2c(cc3c(c2O1)cccc3OCc4ccc(cc4)OC(F)(F)F)Cn5cnnn5)C,7,P10000007
CC(C)OC(=O)c1c(c(n2c1c3ccccc3cn2)C(=O)c4ccc(cc4)Cl)C(=O)OC(C)C,C04542359,P06189135
c1ccc2c(c1)cc(s2)C(=O)Oc3cc(ccc3[N+](=O)[O-])S(=O)(=O)c4ccc(cc4)Cl,C02151441,P09196567
CCCCC(=O)N1c2ccccc2[C@H](C[C@@H]1C)N(c3ccccc3)C(=O)c4ccc(cc4)[N+](=O)[O-],C02053019,P10149962
CC1=NC2=C([C@H](C1C(=O)OC)c3ccc(cc3)Cl)C(=O)[C@H]([C@@H](C2)c4ccc(cc4)OC)C(=O)OC,C08437717,P12775651
CCOc1ccc(cc1)[C@@H]2C(=C(N=c3n2c(=O)/c(=C/c4ccc(cc4)N(C)C)/s3)C)C(=O)OCC,C02120554,P13069266
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C/3\c4ccccc4N(C3=O)CC=C)/s2)[C@H]1c5ccc(cc5)F)C,C02341894,P13570383
CCN(C1CCCCC1)C(=O)CSc2nnc(n2Cc3ccc4c(c3)OCO4)c5ccccc5,C08849666,P13587430
CCOC(=O)C1=C(N([C@]2(S1)N(N=C(S2)C(=O)OCC)c3ccc(cc3)C)c4ccccc4)C,C02192161,P13616708
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C\c3ccc(cc3)C)/s2)[C@H]1c4ccc(cc4)OC(=O)C)C,C08965137,P13766229
CC(C)c1ccc2c(c1)s/c(=N\C(=O)c3ccc(cc3)S(=O)(=O)N4CCOCC4)/n2CC=C,C09276007,P14213315
Cc1ccc(cc1)n2c(nnc2SCc3nc(no3)c4ccc(cc4)OC)Cc5ccccc5,C09409427,P14451917
CCOC(=O)c1c(nc(s1)N2[C@H](c3c(=O)c4ccccc4oc3C2=O)c5ccc(cc5)C(C)C)C,C02704388,P14645323
Cc1ccc(c(c1)C)n2c(c(c(n2)C)S(=O)(=O)c3ccccc3)OC(=O)[C@H](C)Oc4ccccc4,C09559088,P14648888
CC1=C([C@@H]([C@@H]2C(=N1)C[C@@H](CC2=O)c3ccccc3)c4ccc(cc4)[N+](=O)[O-])C(=O)OC5CCCC5,C09730564,P14898222
CC1=C([C@H]([C@@H]2C(=N1)C[C@H](CC2=O)c3ccc(cc3)Cl)c4cccc(c4)[N+](=O)[O-])C(=O)OC(C)C,C09730605,P14898243
CC(C)N(C)S(=O)(=O)c1cccc(c1)C(=O)OCC(=O)N2c3ccccc3Sc4c2cccc4,C09754335,P14924942
CCOCCn\1c2c(cc(cc2s/c1=N\C(=O)c3ccc(cc3)S(=O)(=O)N4CCCCC4)C)C,C09765387,P14942299
CCOCCn\1c2ccc(cc2s/c1=N\C(=O)c3ccc(cc3)S(=O)(=O)N4CCC[C@@H](C4)C)C,C09279966,P17739521
CCN(CC)c1nc2ccc(cc2s1)OC(=O)c3ccc(cc3)S(=O)(=O)N4CCCCCC4,C12489104,P18352209
Cc1c2cc(ccc2oc1C(=O)Oc3ccc(cc3)N(C)S(=O)(=O)c4ccc(cc4)OC)Cl,C13165145,P19789621
Cc1ccc(cc1)S(=O)(=O)N2CCC[C@@H](C2)C(=O)/N=c/3\n(c4cc(cc(c4s3)C)C)CCOC,C12665442,P20675380
CCn1cc(cn1)/C=c/2\c(=O)n3c(=NC(=C([C@@H]3c4ccc(cc4)C(C)C)C(=O)OCC)C)s2,C02800650,P21479483
CC(C)c1ccccc1n2c(nnc2SCc3cc(=O)n4ccsc4n3)c5ccc(cc5)OC,C15223297,P23093388
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C/C=C/c3ccccc3)/s2)[C@@H]1c4ccc(cc4)OC(=O)C)C,C16667957,P25148367
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C\c3ccc(cc3)C)/s2)[C@@H]1c4ccc(cc4)C(=O)OC)C,C16711712,P25213066
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C\c3ccc(cc3)C)/s2)[C@H]1c4ccc(cc4)C(=O)OC)C,C16711714,P25213069
CC1=C([C@@H](n2c(=O)/c(=C\c3ccccc3Cl)/sc2=N1)c4ccc(cc4)C(=O)OC)C(=O)OC,C16711737,P25213111
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C/c3ccc(cc3)N(C)C)/s2)[C@@H]1c4ccc(cc4)N(C)C)C,C02187694,P30747581
CCc1ccc2c(c1)-c3c(nc(nn3)SCCC(C)C)O[C@@H](N2C(=O)C)c4ccc(cc4)C#N,C21152828,P31585611
Cc1ccc(c(c1)n2c(=O)c3ccccc3n4c2nnc4SCC(=O)N(C5CC5)C6=CCCCC6)C,C22053872,P32809517
COc1ccc(c2c1nc(s2)N(Cc3ccco3)C(=O)COc4ccc(cc4Cl)Cl)OC,C22899804,P34009523
Cc1ccc(cc1)c2cc3c(c(c(n3cn2)C(=O)c4ccc(cc4Cl)Cl)C(=O)OC)C(=O)OC,C25584415,P37815319
c1ccc(c(c1)c2nnc(n2c3ccc(cc3)Cl)SCC(=O)c4cccc(c4)[N+](=O)[O-])Cl,C28402038,P41781281
c1ccc(cc1)N2C(=O)/C(=C/c3ccc(o3)c4ccccc4[N+](=O)[O-])/C(=N2)CSc5ccccc5,C31934198,P47074187
CCCc1nc(c2c(noc2n1)c3ccccc3)N4CCCN(CC4)C(=O)[C@H](CC)c5ccccc5,C34810349,P51659871
CC(C)Cc1nc(c2c(noc2n1)c3ccc4ccccc4c3)N5CCCN(CC5)C(=O)CC(C)(C)C,C34810540,P51660062
CCOc1cc(ccc1OCC=C)[C@@H]2c3c(=O)c4cc(ccc4oc3C(=O)N2c5ccc(cn5)Cl)C,C39838139,P60453977
CCOc1ccc(cc1)/C=C/c2nc3n(n2)c(=O)/c(=C/c4ccc(o4)c5ccc(cc5)C(=O)C)/s3,C39840905,P60456757
CC(=O)c1ccc(cc1)c2ccc(o2)/C=c\3/c(=O)n4c(s3)nc(n4)/C=C/c5ccc(cc5)OCC=C,C39840908,P60456760
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C\c3cn(c4c3cccc4)C)/s2)[C@@H]1c5ccc(cc5)N(C)C)C,C58825502,P89035695
Cc1ccc(cc1)C2=NN([C@@]3(C=C2)N(N=C(S3)C(=O)OC)c4ccc(cc4)OC)c5ccccc5,C59122820,P89682203
CCOC(=O)C1=C(N=c2n(c(=O)/c(=C/c3ccc(o3)N(C)C)/s2)[C@@H]1c4ccc(cc4)Cl)C,C59418470,P90395645
CCN(c1ccc(cc1)OC)S(=O)(=O)c2cc(sc2C)c3nc(no3)c4ccc(cc4)Cl,C46141355,P99477352
Cc1ccccc1N2CCN(CC2)C(=O)CCn3ccn4c(c3=O)cc(n4)c5ccc(cc5)C(C)C,C67262369,P103326668
Cc1ccc2nc(cc(=O)n2c1)CSc3nnc(n3Cc4ccccc4)COc5ccc(cc5)Cl,C89666031,P140172900
Cc1cccc(c1)c2nnc(n2Cc3ccco3)SCc4cc(=O)n5c6c(sc5n4)CCCC6,C23968160,P140187042
c1ccc(cc1)CSc2nc3ccc(cc3s2)/N=C/c4ccc(c(c4)[N+](=O)[O-])N5CCOCC5,C59483332,P151887036
CCOc1ccc(cc1)[C@H]2C(=C(N=c3n2c(=O)/c(=C\c4ccc(cc4)N(C)C)/s3)C)C(=O)OCC,C33673973,P154336537
c1ccc(cc1)C(=O)Oc2ccc(cc2)[C@H]3[C@H]4[C@@H](C(=O)N(C4=O)c5ccccc5)ON3c6ccccc6,C17918152,P155536607
COc1ccc(cc1)c2c(c(oc2c3ccc(cc3)OC)/N=C\c4ccc(c(c4)OC)OC)C#N,C00663182,P156286785
