C[C@H]1CN(C[C@@H](O1)C)C(=O)c2cc3c(cccc3OCc4c(cccc4Cl)Cl)c5c2CCC(O5)(C)C,6,P10000012
COC(=O)C1[C@@H]([C@@H]2C(=NC1=C)C[C@H](CC2=O)c3ccccc3)c4cccc(c4)I,C00822078,P12911796
CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]3([C@H]2C=CC4=C5C[C@@](CC(=O)[C@@]5(CC[C@]43C)C)(C)C(=O)OC)C)C,C08917952,P13688925
c1cc(ccc1Sc2ccc(o2)/C=C/3\C(=O)N(C(=O)S3)Cc4ccc(c(c4)Cl)Cl)Cl,C09233356,P14148910
c1ccc(cc1)Cn2c(=O)c3c(n4c2nnc4SCc5ccccc5)-c6ccccc6CC37CCCCC7,C02286165,P14303972
CC1=C([C@@H]([C@H]2C(=N1)C[C@H](CC2=O)c3ccc(cc3)OC)c4ccccc4Br)C(=O)OC(C)C,C10013914,P15288827
CC1(CC2=C([C@@H](C(=C(N2c3cccc(c3)C(F)(F)F)n4cccc4)C#N)c5cccs5)C(=O)C1)C,C01431799,P18220924
COc1cc(cc(c1)OC)c2cc(c(c3n2c4ccccc4n3)C#N)/C=C/c5ccc(cc5)Br,C12566404,P18474410
c1cc(ccc1c2ccc(cc2)S(=O)(=O)c3ccc(cc3)Cl)S(=O)(=O)c4ccc(cc4)Cl,C02556275,P18560526
CC(C)OC(=O)C1[C@@H]([C@H]2C(=NC1=C)C[C@H](CC2=O)c3ccc(cc3)F)c4ccccc4Br,C16293927,P24654438
CC1=C([C@@H]([C@H]2C(=N1)C[C@H](CC2=O)c3ccc(cc3)F)c4ccccc4Br)C(=O)OC(C)C,C16293927,P24654439
Cc1cc(n2c(n1)c(cn2)c3ccc(cc3)Cl)N4CCN(CC4)C(c5ccccc5)c6ccccc6,C20503724,P30564745
c1ccc2c(c1)nc(s2)N(C(=O)c3c(cccc3Cl)Cl)C(=O)c4c(cccc4Cl)Cl,C02759268,P30620430
c1cc(ccc1CSc2nc3nc4c(cn3n2)C(=O)C[C@@H](C4)c5ccc(cc5)Cl)Br,C20632626,P30785851
c1ccc(cc1)CC2CCN(CC2)c3c4cc(ccc4n5c(n3)c(nn5)c6cccc(c6)C(F)(F)F)Cl,C20859625,P31130577
Cc1ccc(cc1)c2cc(cnc2)c3cc(nc(n3)C)N4CCN(CC4)C(c5ccccc5)c6ccccc6,C25336606,P37457100
CC(=O)O[C@H]1CC[C@@]2([C@@H]3CC[C@@H]4[C@@H]5[C@@H]6C(CC[C@@]5(CC[C@]4([C@@]3(CC[C@@H]2C1(C)C)C)C)C(=O)O6)(C)C)C,C36368150,P54056101
C[C@@]12CC[C@H]3[C@@H]([C@@H]1C/C(=C\c4ccc(cc4)OC)/C2=O)CC[C@@H]5[C@@]3(C/C(=C/c6ccc(cc6)OC)/C(=O)C5)C,C36371945,P54063257
COc1ccc(cc1)[C@@H]2[C@H]([C@@H]3c4ccccc4C=CN3[C@@H]2C(=O)c5ccccc5)C(=C(C#N)C#N)C6CC6,C36408654,P54129696
CCOc1ccc(cc1)N2C(=O)[C@H]3[C@H](C2=O)C4(c5ccccc5C3c6c4cccc6)/C=N/c7ccccc7C,C14923054,P59374908
c1ccc(cc1)CN(c2nc3c(cc(cc3s2)F)F)C(=O)c4cc5c6ccccc6ccc5oc4=O,C36710405,P60203289
c1cc(ccc1/C=C/c2nc3n(n2)c(=O)/c(=C/c4ccc(o4)c5ccc(cc5)Br)/s3)F,C39837555,P60453393
c1ccc(cc1)/C=C\2/[C@@]3(N(C(=O)S2)c4ccccc4)N5[C@@H](CC(=N5)c6ccccc6)c7ccccc7O3,C39886039,P60511744
C[C@@]1(CC(N2c3c1cccc3[C@@]4(C2=O)N(C(=O)CS4)c5ccc(c(c5)Cl)Cl)(C)C)c6ccccc6,C14671856,P60568283
C/C(=C\c1ccccc1)/C=C\2/C(=O)N(/C(=N\N=C/c3cccc(c3)Br)/S2)Cc4ccco4,C47138515,P70698252
CN1C/C(=C\c2ccccc2)/C3=C(C1)[C@H](N4C(=CSC4=N3)c5ccc6c(c5)OCCO6)c7ccccc7,C33605795,P74147862
CSc1nc2n(n1)[C@H]([C@H]3[C@H](Oc4ccccc4C3=N2)c5cccs5)c6ccc(cc6)Br,C50499472,P75512271
CSc1nc2n(n1)[C@H]([C@H]3[C@@H](Oc4ccc(cc4C3=N2)Cl)c5ccc(cc5)F)c6ccccc6F,C49933216,P76895616
c1ccc(cc1)N\2C(=O)/C(=C\c3ccc(cc3)Br)/S/C2=N\N=C\c4ccc(cc4)Cl,C51330621,P76897739
Cc1c(c(n2c3ccccc3nc2c1C#N)N4CCN(CC4)C/C=C/c5ccccc5)Cc6ccccc6,C52538832,P78642019
Cn1c(nnc1SCc2ccc(c(c2)Cl)Cl)c3cccn(c3=O)Cc4ccc(cc4Cl)Cl,C03041849,P80098002
c1ccc2cc(ccc2c1)C3=NN([C@H](C3)c4ccc(cc4)Cl)C5=NC(=O)/C(=C/c6cccnc6)/S5,C54201645,P81543397
c1ccc2cc(ccc2c1)C3=NN([C@@H](C3)c4ccc(cc4)Cl)C5=NC(=O)/C(=C/c6cccs6)/S5,C54201648,P81543402
c1ccc(cc1)CN(c2ccccc2)/N=C/3\c4cc(ccc4N(C3=O)Cc5ccc(cc5)F)Br,C59165633,P89782071
Cc1ccc(cc1)n\2c(cs/c2=N\c3c(n(n(c3=O)c4ccccc4)C)C)c5ccc(cc5)Br,C59285824,P90077045
Cc1ccc(cc1)N2C(=O)[C@@H]3[C@@H](C2=O)C4(c5ccccc5C3c6c4cccc6)/C=N/c7ccc(c(c7)C)C,C59382093,P90305485
C[C@]12CCCC[C@@H]1CC[C@H]3[C@H]2CC[C@]4([C@H]3CC[C@@]45CN(C(O5)(C)C)C(=O)CSc6nccn6C)C,C13640533,P91025911
CCN(CC)c1ccc(cc1)/C=C\2/C(=O)c3ccc4c(c3O2)CN(CO4)Cc5ccc(cc5Cl)Cl,C62993120,P96724742
C[C@]12CC[C@](C[C@@H]1C3=CC(=O)[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(C[C@@H]6C=NN=C6C5(C)C)C)C)(C)C(=O)OC,C38549825,P97288848
c1ccc(cc1)Cn2c(=O)c3c(c4cccnc4s3)nc2SCc5cccc(c5)Br,C45923558,P99390112
CSc1ccc(cc1)/C=C/2\C(=O)N(C(=N2)c3ccccc3)c4nc5cc(c(cc5s4)Cl)Cl,C33624385,P130199962
