Title,glide gscore,RMSD
decoy,-8.239,8.346
decoy,-8.239,6.962
decoy,-8.239,9.999
decoy,-8.239,8.327
decoy,-8.236,11.021
decoy,-8.24,9.376
decoy,-8.24,9.489
decoy,-8.232,9.622
decoy,-8.239,6.663
decoy,-8.233,8.588
decoy,-8.231,8.172
decoy,-8.224,9.408
decoy,-8.223,6.483
decoy,-8.221,7.114
decoy,-8.228,6.861
decoy,-8.22,10.372
decoy,-8.643,6.512
decoy,-8.219,5.863
decoy,-8.25,7.83
decoy,-8.275,6.689
decoy,-8.213,8.326
decoy,-8.212,8.324
decoy,-8.877,10.601
decoy,-10.24,9.991
decoy,-8.209,8.136
decoy,-8.205,9.674
decoy,-8.248,8.774
decoy,-8.204,8.011
decoy,-10.001,9.819
decoy,-8.779,8.675
decoy,-8.612,7.986
decoy,-8.324,8.153
decoy,-8.291,9.637
decoy,-9.526,7.389
decoy,-8.198,8.056
decoy,-8.222,9.09
decoy,-8.196,9.17
decoy,-8.195,7.222
decoy,-8.195,9.32
decoy,-8.195,7.997
decoy,-8.238,8.507
decoy,-8.193,9.277
decoy,-8.192,9.291
decoy,-8.192,8.184
decoy,-8.19,9.082
decoy,-8.412,11.277
decoy,-8.188,9.512
decoy,-8.888,9.944
decoy,-8.186,8.027
decoy,-8.183,8.952
decoy,-9.486,10.139
decoy,-8.728,10.203
decoy,-8.205,8.924
decoy,-8.53,9.657
decoy,-8.251,9.846
decoy,-8.178,8.686
decoy,-8.177,9.899
decoy,-8.21,9.187
decoy,-8.175,7.894
decoy,-8.173,7.584
decoy,-8.171,5.721
decoy,-8.18,8.921
decoy,-8.165,9.752
decoy,-8.165,6.146
decoy,-8.164,8.118
decoy,-8.163,7.833
decoy,-8.174,6.638
decoy,-8.161,10.651
decoy,-8.16,10.969
decoy,-8.158,8.754
decoy,-8.155,8.356
decoy,-8.153,9.553
decoy,-8.239,9.505
decoy,-8.155,7.722
decoy,-8.158,7.628
decoy,-8.151,10.693
decoy,-8.503,6.783
decoy,-8.146,9.535
decoy,-8.417,8.8
decoy,-8.145,8.941
decoy,-8.305,8.151
decoy,-8.141,8.675
decoy,-8.168,10.471
decoy,-8.524,6.77
decoy,-8.14,8.811
decoy,-8.135,10.389
decoy,-8.137,7.188
decoy,-8.134,8.33
decoy,-8.227,8.025
decoy,-8.129,8.954
decoy,-9.625,6.573
decoy,-8.12,11.187
decoy,-8.12,7.28
decoy,-8.119,10.189
decoy,-8.451,10.581
decoy,-8.501,8.707
decoy,-8.501,8.707
decoy,-8.118,9.984
decoy,-9.546,9.788
decoy,-8.115,8.263
decoy,-8.114,8.407
decoy,-8.14,6.402
decoy,-8.113,9.011
decoy,-8.113,7.318
decoy,-9.385,10.194
decoy,-8.112,8.718
decoy,-8.117,7.555
decoy,-8.107,8.264
decoy,-8.104,6.671
decoy,-8.102,7.444
decoy,-8.17,8.173
decoy,-8.101,7.107
decoy,-8.101,6.377
decoy,-8.101,5.066
decoy,-8.472,7.468
decoy,-8.099,7.125
decoy,-8.098,6.118
decoy,-8.096,7.375
decoy,-8.094,7.778
decoy,-9.468,12.394
decoy,-8.093,4.962
decoy,-8.095,8.722
decoy,-8.091,9.06
decoy,-9.391,9.302
decoy,-8.09,10.469
decoy,-8.197,8.165
decoy,-8.088,6.418
decoy,-8.087,8.533
decoy,-8.581,9.75
decoy,-8.102,7.835
decoy,-8.085,10.156
decoy,-8.08,10.177
decoy,-8.079,6.067
decoy,-8.078,6.58
decoy,-8.077,10.694
decoy,-8.156,9.645
decoy,-8.075,9.443
decoy,-8.073,5.187
decoy,-8.122,9.921
decoy,-8.104,6.316
decoy,-10.371,8.819
decoy,-8.068,8.349
decoy,-8.068,6.785
decoy,-8.068,10.545
decoy,-8.066,9.333
decoy,-8.065,9.127
decoy,-8.064,8.931
decoy,-8.062,6.459
decoy,-8.143,7.989
MBX2319,-8.061,8.825
decoy,-8.06,6.776
decoy,-8.085,6.46
decoy,-8.386,7.424
decoy,-8.16,7.116
decoy,-8.081,8.177
decoy,-9.343,9.264
CHEMBL4763458,-8.052,8.243
decoy,-8.052,8.148
decoy,-8.08,7.309
decoy,-8.321,8.234
decoy,-8.046,9.51
decoy,-8.044,8.257
decoy,-8.302,8.683
decoy,-8.042,8.48
decoy,-8.093,6.055
decoy,-8.037,5.747
decoy,-8.036,7.34
decoy,-8.035,6.766
decoy,-8.035,7.482
decoy,-8.034,7.113
decoy,-8.065,9.505
decoy,-8.032,9.603
decoy,-8.032,8.484
decoy,-8.031,7.834
decoy,-8.029,9.494
decoy,-9.374,10.942
decoy,-8.022,9.507
decoy,-8.054,7.009
decoy,-8.021,8.976
decoy,-8.02,8.953
decoy,-8.021,7.441
decoy,-8.186,6.881
decoy,-8.09,9.271
decoy,-8.015,11.47
decoy,-8.013,6.648
decoy,-8.011,6.88
decoy,-8.01,7.374
decoy,-8.008,6.525
decoy,-8.007,6.274
decoy,-8.008,9.939
decoy,-8.009,9.468
decoy,-8.008,7.563
decoy,-8.004,8.121
decoy,-8.004,9.5
decoy,-8.003,8.609
CHEMBL4799913,-8.006,8.954
decoy,-8.006,8.903
decoy,-8.222,9.842
decoy,-8.002,10.748
decoy,-8.002,7.638
decoy,-8.001,8.168
decoy,-8.724,7.415
decoy,-7.999,8.414
decoy,-7.999,6.467
decoy,-7.998,6.691
decoy,-8.056,9.865
decoy,-7.994,6.923
decoy,-7.992,9.945
decoy,-7.991,6.532
decoy,-9.448,7.313
decoy,-7.988,6.366
decoy,-7.986,8.956
decoy,-7.986,7.801
decoy,-8.089,8.102
decoy,-7.981,9.709
decoy,-8.281,8.333
decoy,-7.979,7.134
decoy,-7.978,8.275
decoy,-7.977,5.104
decoy,-7.997,5.568
decoy,-8.447,7.874
decoy,-7.977,8.442
decoy,-7.973,9.613
decoy,-7.971,7.518
decoy,-7.971,8.111
decoy,-7.97,10.344
decoy,-7.969,9.189
decoy,-7.982,8.084
decoy,-7.989,10.085
decoy,-9.937,9.85
decoy,-7.963,8.147
decoy,-7.963,9.683
decoy,-7.961,8.679
decoy,-8.46,10.469
decoy,-7.963,7.134
decoy,-7.959,9.904
decoy,-10.462,6.684
decoy,-8.014,7.024
decoy,-7.957,9.169
decoy,-8.364,6.881
decoy,-7.953,7.481
decoy,-7.952,10.373
decoy,-8.407,7.378
decoy,-7.944,10.214
decoy,-7.963,7.478
decoy,-7.943,8.836
decoy,-7.946,9.286
decoy,-8.286,6.754
decoy,-7.951,11.02
decoy,-8.257,7.357
decoy,-8.966,10.322
decoy,-7.933,6.106
decoy,-7.932,6.288
decoy,-8.574,8.358
decoy,-8.624,10.039
decoy,-7.93,9.484
decoy,-8.062,9.732
decoy,-7.927,5.912
decoy,-7.926,11.01
decoy,-7.931,7.659
decoy,-7.921,8.252
decoy,-7.913,6.112
decoy,-7.908,8.895
decoy,-7.905,8.006
decoy,-7.904,9.073
decoy,-7.903,7.701
decoy,-7.901,9.308
decoy,-7.901,7.401
decoy,-7.9,8.944
decoy,-7.9,11.262
decoy,-8.041,7.861
decoy,-7.95,6.56
decoy,-7.899,8.711
decoy,-7.896,7.778
decoy,-8.422,9.612
decoy,-7.913,8.317
decoy,-7.894,8.238
decoy,-7.894,6.814
decoy,-7.892,8.69
decoy,-8.075,6.619
decoy,-7.891,8.355
decoy,-7.886,10.117
decoy,-7.886,7.568
decoy,-7.885,6.746
decoy,-7.885,7.173
decoy,-7.884,7.732
decoy,-7.882,9.716
decoy,-8.214,11.602
decoy,-7.927,8.705
decoy,-7.88,8.937
decoy,-7.885,9.169
CHEMBL4742045,-7.881,9.553
decoy,-7.881,9.631
decoy,-8.995,8.743
decoy,-8.335,10.091
decoy,-7.877,6.271
decoy,-7.876,7.411
decoy,-7.875,10.26
decoy,-8.161,8.792
decoy,-7.873,8.075
decoy,-8.101,7.833
decoy,-7.871,8.23
decoy,-7.904,9.144
decoy,-7.869,7.505
decoy,-7.869,7.41
decoy,-7.868,6.385
decoy,-8.278,9.585
decoy,-7.866,9.513
decoy,-7.863,9.535
decoy,-7.861,7.185
decoy,-7.878,8.711
decoy,-9.691,9.963
decoy,-7.896,7.03
decoy,-7.859,9.192
decoy,-7.857,9.457
decoy,-7.859,8.554
decoy,-7.861,5.555
decoy,-7.853,7.72
decoy,-7.853,9.42
decoy,-7.852,6.802
decoy,-7.851,7.151
decoy,-7.85,9.003
decoy,-7.849,7.121
decoy,-7.849,6.399
decoy,-8.908,8.303
decoy,-7.845,8.491
decoy,-8.249,10.309
decoy,-7.858,8.467
decoy,-8.373,6.185
decoy,-8.247,7.404
decoy,-7.864,9.546
decoy,-7.866,9.356
decoy,-8.01,8.338
decoy,-7.832,8.647
decoy,-7.962,10.553
decoy,-9.115,8.746
decoy,-7.83,8.407
decoy,-7.825,10.2
decoy,-7.824,9.383
decoy,-7.823,10.896
decoy,-7.819,6.623
decoy,-8.817,7.44
decoy,-7.846,10.389
decoy,-7.83,7.432
decoy,-7.814,10.357
decoy,-9.715,10.46
decoy,-7.813,6.036
decoy,-7.813,10.382
decoy,-7.815,8.296
decoy,-7.81,8.09
decoy,-7.871,6.463
