Title,glide gscore,RMSD
decoy,-8.802,5.816
decoy,-8.801,5.614
decoy,-8.801,8.769
decoy,-8.798,7.563
MBX2319,-8.797,8.002
decoy,-9.106,9.489
decoy,-8.824,5.769
decoy,-8.805,9.45
decoy,-8.793,6.91
decoy,-8.793,7.18
decoy,-8.792,8.319
decoy,-10.558,9.792
decoy,-8.791,8.795
decoy,-8.791,8.583
decoy,-8.789,6.535
decoy,-8.787,7.029
decoy,-8.83,7.213
decoy,-8.812,6.824
decoy,-8.787,9.428
CHEMBL4788236,-8.784,9.752
decoy,-8.784,9.643
decoy,-8.804,6.505
decoy,-8.832,8.365
decoy,-8.841,9.448
decoy,-9.37,8.07
decoy,-8.836,7.012
decoy,-8.773,8.093
decoy,-8.772,5.686
decoy,-8.774,6.889
decoy,-8.772,6.954
decoy,-8.772,8.583
decoy,-8.798,6.86
decoy,-8.771,7.018
decoy,-8.769,8.016
decoy,-8.769,8.066
decoy,-8.769,8.841
decoy,-9.694,8.89
decoy,-8.766,6.972
decoy,-8.761,7.657
decoy,-8.781,7.366
decoy,-8.76,7.571
decoy,-8.759,9.468
decoy,-8.854,6.23
decoy,-8.757,8.364
decoy,-11.195,8.505
decoy,-8.754,7.884
decoy,-8.751,7.491
decoy,-8.755,7.579
decoy,-8.747,5.978
decoy,-8.747,7.454
decoy,-8.747,7.454
decoy,-8.745,7.95
decoy,-8.733,6.067
decoy,-8.731,7.861
decoy,-8.731,6.894
decoy,-8.731,7.734
decoy,-9.303,7.633
decoy,-8.728,7.974
CHEMBL4560938,-8.724,7.605
decoy,-8.724,7.69
decoy,-8.723,9.388
decoy,-8.722,6.653
decoy,-8.749,7.088
decoy,-9.083,7.281
decoy,-8.722,8.047
decoy,-8.721,9.572
decoy,-8.721,6.76
decoy,-9.131,8.008
decoy,-8.715,7.876
decoy,-8.716,7.165
decoy,-8.711,7.282
decoy,-8.709,8.03
decoy,-8.709,8.273
decoy,-8.709,8.868
decoy,-9.794,7.021
decoy,-8.702,6.559
decoy,-8.702,9.058
decoy,-8.701,7.667
decoy,-8.701,7.536
decoy,-8.7,7.523
decoy,-8.717,6.434
decoy,-8.789,6.656
decoy,-8.696,8.722
decoy,-8.695,7.444
decoy,-8.692,6.163
decoy,-8.692,7.926
decoy,-8.69,6.654
decoy,-8.688,6.637
decoy,-8.707,7.569
decoy,-8.684,6.791
decoy,-8.683,5.92
decoy,-8.683,7.567
decoy,-8.682,5.763
decoy,-8.682,6.114
decoy,-8.682,8.393
decoy,-8.681,7.758
decoy,-9.065,8.795
decoy,-8.678,8.051
decoy,-8.677,8.928
decoy,-8.676,8.027
decoy,-9.003,5.019
decoy,-8.672,5.92
decoy,-8.957,8.388
decoy,-8.745,6.363
decoy,-8.669,9.285
decoy,-8.74,7.699
decoy,-8.673,6.999
decoy,-9.086,7.037
decoy,-8.66,5.856
decoy,-8.659,7.625
decoy,-8.658,5.567
decoy,-8.658,8.577
decoy,-8.656,7.931
decoy,-8.656,9.477
decoy,-8.652,6.292
decoy,-8.649,6.288
decoy,-8.648,6.46
CHEMBL4464070,-8.645,7.698
decoy,-8.645,7.557
decoy,-8.645,5.969
decoy,-8.643,6.958
decoy,-8.669,6.724
decoy,-8.641,5.882
decoy,-8.64,7.322
decoy,-8.639,6.758
decoy,-8.638,6.518
decoy,-8.637,5.032
decoy,-8.655,5.714
decoy,-9.301,8.654
decoy,-8.791,6.958
decoy,-8.63,6.038
decoy,-9.551,9.459
decoy,-8.999,9.151
decoy,-8.628,6.864
decoy,-8.628,7.325
decoy,-8.681,6.898
decoy,-9.662,7.67
decoy,-8.622,9.059
decoy,-8.641,5.367
decoy,-8.619,5.593
decoy,-8.652,7.008
decoy,-8.701,5.953
decoy,-8.631,8.46
decoy,-8.624,8.14
decoy,-8.616,5.491
decoy,-8.616,6.095
CHEMBL4548290,-8.612,8.278
decoy,-8.612,8.128
decoy,-8.609,7.213
decoy,-8.609,5.852
decoy,-8.606,7.594
decoy,-8.605,8.931
decoy,-8.609,8.442
decoy,-8.602,7.622
decoy,-8.601,6.047
decoy,-8.597,6.91
decoy,-8.601,6.647
decoy,-8.611,5.835
decoy,-8.728,8.148
decoy,-8.591,7.571
decoy,-8.59,8.124
decoy,-8.589,8.348
decoy,-8.591,7.348
decoy,-8.587,6.203
decoy,-8.85,7.399
decoy,-8.584,7.912
decoy,-8.582,7.298
decoy,-9.17,8.926
decoy,-8.579,7.426
decoy,-8.577,7.1
decoy,-8.595,6.12
decoy,-9.029,8.736
decoy,-8.575,7.164
decoy,-8.574,7.776
decoy,-8.571,8.783
decoy,-8.567,7.133
decoy,-8.565,6.404
decoy,-8.565,6.207
decoy,-8.565,7.135
decoy,-8.563,7.021
decoy,-8.63,8.54
decoy,-9.202,7.829
decoy,-8.559,8.771
decoy,-8.558,6.782
decoy,-8.557,7.141
decoy,-8.554,6.643
decoy,-8.553,5.488
decoy,-8.881,7.079
decoy,-8.562,5.666
decoy,-8.611,6.393
decoy,-8.673,7.04
decoy,-8.548,6.197
decoy,-8.55,7.485
decoy,-8.546,6.782
CHEMBL392589,-8.546,6.973
decoy,-8.546,7.072
decoy,-8.544,8.609
decoy,-8.543,6.739
decoy,-8.543,7.249
decoy,-11.209,9.609
decoy,-8.538,5.241
decoy,-8.538,7.406
decoy,-8.542,7.026
decoy,-8.733,7.642
decoy,-8.535,7.482
decoy,-8.533,8.385
decoy,-8.533,8.052
decoy,-8.531,7.226
decoy,-8.529,7.357
decoy,-8.528,8.412
decoy,-8.881,7.406
decoy,-10.099,10.005
decoy,-8.524,6.725
decoy,-8.531,7.504
decoy,-8.52,6.792
decoy,-8.52,7.116
decoy,-8.598,6.348
decoy,-8.574,6.748
decoy,-8.515,8.911
decoy,-8.515,7.345
decoy,-8.53,6.039
decoy,-8.515,5.735
decoy,-8.513,7.914
decoy,-8.512,7.046
decoy,-8.512,8.327
decoy,-8.509,7.826
decoy,-8.509,7.236
decoy,-8.505,7.334
decoy,-9.188,7.532
decoy,-8.502,8.388
decoy,-8.501,7.615
decoy,-8.501,6.532
decoy,-8.801,5.856
decoy,-8.498,8.179
CHEMBL4756002,-8.493,6.987
decoy,-8.493,7.072
decoy,-8.486,8.069
decoy,-8.486,8.23
decoy,-8.486,8.077
